Source.IP,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol
192.168.32.84,8109414482400,4241700,8068800,890370900,3080832900.0,YOUTUBE
192.168.32.85,3897981058200,4394400,10038600,316073100,14453568000.0,DEEZER
192.168.32.86,3990156000,1500,1800,70200,83700.0,TOR
192.168.32.9,5654819251800,2997600,4335300,412365300,4206683400.0,POP3
192.168.32.91,4013755689000,654900,877800,62434500,424849800.0,NETFLIX
192.168.32.92,4894595575800,1466100,8189700,131445900,5703096600.0,MSN
192.168.32.93,359120907000,23700,129600,1539300,10948500.0,VK
192.168.32.94,4731220127100,727800,1770000,233910900,470522700.0,CLOUDFLARE
192.168.32.96,2795364729900,608700,1044600,153097200,472752000.0,OPENVPN
192.168.32.97,1978638528300,406200,523500,36903000,381152700.0,UBUNTUONE
192.168.32.99,2985879054900,6554100,15235200,193814400,23223048300.0,VK
192.168.40.10,330511500,11400,21000,1083600,1384800.0,MSSQL
192.168.40.12,9540832324200,6505200,26377200,667854600,54908245800.0,GOOGLE
192.168.40.14,2901982442400,19100700,21375000,317762700,48409049100.0,CONTENT_FLASH
192.168.40.15,4021796817000,7327200,7084500,169258200,10833607200.0,UNENCRYPED_JABBER
192.168.40.19,11662670894100,28892100,51542700,694127400,94210557900.0,VK
192.168.40.21,4648317711600,7625700,10338300,255458100,17851874700.0,GOOGLE
192.168.40.24,2445205159500,9016200,16009800,240329100,26741019300.0,UBUNTUONE
192.168.40.27,93249910200,111000,208800,35409600,63351900.0,UPNP
192.168.40.29,6358573669500,2023500,2343900,153711300,1293417300.0,UPNP
192.168.40.3,5605272398400,1646400,5191800,148339800,7649282400.0,EBAY
192.168.40.30,10679112869400,112854600,163846200,1491656400,400739651400.0,TOR
192.168.40.31,6396730871400,16772100,23992200,285856500,41202484200.0,OPENSIGNAL
192.168.40.32,4039978929000,7849500,10018500,143420700,16072752000.0,TelegramChat
192.168.40.33,9511338900,19200,25800,1315800,6450300.0,IP_ICMP
192.168.40.35,433832786100,164400,124500,16484400,70854300.0,TWITTER
192.168.40.36,1401760654200,11852400,16920300,81645600,28976868000.0,TEAMVIEWER
192.168.40.38,5585901307200,22810500,41606400,1113530400,64181322600.0,IP_ICMP
192.168.40.39,3325786980300,7986900,11968800,453132900,13727940900.0,IMAP
192.168.40.40,2087006420700,37868100,39683400,238269900,97730497500.0,UNENCRYPED_JABBER
192.168.40.41,4119489210900,9514200,14458500,225314400,19445049300.0,TWITCH
192.168.40.42,9580628064300,27812700,37674600,935056500,59655334800.0,TelegramChat
192.168.40.43,24386849100,73800,59700,12941700,7642200.0,TWITTER
192.168.40.44,2457997009200,1761900,1557600,99999000,1739794500.0,CITRIX
192.168.40.45,439627874700,198900,145500,12850800,130785900.0,TelegramChat
192.168.40.46,5478937421400,1222200,1788300,152755800,2023158600.0,TOR
192.168.40.5,564747111300,561600,3120000,31871400,4214750400.0,MSSQL
192.168.40.8,3298547525700,6162900,9170400,210870000,14748453300.0,WHOIS_DAS
192.168.40.9,404940391200,322200,615900,44340900,106389600.0,FACEBOOK
192.168.41.10,9701328851700,2038500,7805100,482825700,6270444600.0,WHATSAPP
192.168.41.15,5140010870100,1114200,2823000,123666900,1580846700.0,SSH
192.168.41.17,1355121830400,282300,782400,33747600,440912400.0,POP3
192.168.41.2,4113336206700,808500,2057700,76773600,924822900.0,CITRIX
192.168.41.244,45127200,3300,3300,85200,1211400.0,VK
192.168.41.29,344007441300,1329600,2824200,266529600,2780670600.0,NetBIOS
192.168.41.3,4811575697100,4691700,11451600,435847200,14105039100.0,OSCAR
192.168.41.33,443852734800,195000,325500,13500600,589814700.0,EBAY
192.168.41.39,1912935482700,379200,506400,66811800,640180500.0,UPNP
192.168.41.40,535743437700,365100,1380600,34874400,1782246300.0,INSTAGRAM
192.168.41.42,2247951112200,604500,733800,52176000,659751600.0,APPLE_ITUNES
192.168.41.43,325443352200,49800,84300,7232700,23724600.0,MICROSOFT
192.168.41.47,1912375893300,703500,3061200,63918600,2995495500.0,OPENSIGNAL
192.168.41.49,53502649500,6000,5400,519000,2863800.0,CITRIX
192.168.41.5,107709000,1800,1800,101100,2382300.0,SKINNY
192.168.41.51,501200588100,52200,53400,5811000,6517800.0,AMAZON
192.168.41.52,598331667000,87900,190500,8103000,19155300.0,APPLE_ICLOUD
192.168.41.53,27989272500,1585800,4647900,22389600,10624948800.0,TelegramChat
192.168.41.6,3968364793800,668100,3303300,217870200,2130464700.0,HTTP_DOWNLOAD
192.168.41.8,5535854528100,10105200,24249900,309064200,43051071300.0,TEAMVIEWER
192.168.42.10,2013372213300,459000,1685700,24912600,1558060200.0,SKYPE
192.168.42.101,895955998200,1239900,2551800,215545200,1483686000.0,FTP_DATA
192.168.42.102,3920608166400,1474800,8183400,116549100,8877719400.0,DEEZER
192.168.42.11,3682579386000,2600400,3080100,434124600,3220314000.0,TWITTER
192.168.42.113,12249020927100,5595300,9383700,1048803900,8943870000.0,CITRIX
192.168.42.114,496587228600,112500,290100,33767700,56068200.0,CITRIX
192.168.42.13,1211883870600,812100,1321200,57846900,1411307100.0,DROPBOX
192.168.42.133,3720775638000,346500,872100,64683300,125691000.0,HTTP_DOWNLOAD
192.168.42.134,3842452200,23100,30000,2281800,8692500.0,ORACLE
192.168.42.145,373679126400,51600,90000,3850800,93365100.0,OPENVPN
192.168.42.149,1898271548400,4595700,6318600,411821700,7301407800.0,WAZE
192.168.42.15,1727528400,8400,6000,1342800,561000.0,NTP
192.168.42.16,1269957720000,403500,869100,76880700,348771600.0,FACEBOOK
192.168.42.2,5926384307100,2196000,5222100,132608700,5484537900.0,SSL
192.168.42.22,488369549700,256500,624900,28269600,356809200.0,NetBIOS
192.168.42.25,1403496768300,7979700,18081600,481389900,35355506700.0,GMAIL
192.168.42.28,12618476355000,5698500,22328100,657133800,33063591900.0,OPENSIGNAL
192.168.42.3,2072599276800,818100,2326500,55821600,2644969800.0,APPLE
192.168.42.30,4838566797300,933600,1909800,80516100,896126100.0,APPLE_ICLOUD
192.168.42.31,3057419970300,10166400,19739100,584391600,34743863100.0,UBUNTUONE
192.168.42.32,175623727200,28200,48300,3227400,2942400.0,WINDOWS_UPDATE
192.168.42.35,14220745852500,4380900,8474100,1286542200,4753999200.0,NetBIOS
192.168.42.36,1508906693700,558600,1419300,109868400,891446400.0,WIKIPEDIA
192.168.42.40,5921190641100,1983000,8627400,238334400,13796347500.0,POP3
192.168.42.45,937511372100,1643100,4434600,309559800,3911115900.0,MSSQL
192.168.42.46,8134394736900,2028300,6700500,367663800,5404773000.0,STARCRAFT
192.168.42.47,3374710402200,2451000,6421200,206977500,11551758000.0,DEEZER
192.168.42.5,9724535388000,12823200,37333500,433235700,77453796900.0,MSN
192.168.42.52,123369953100,1426200,7098000,25058700,11952324300.0,SPOTIFY
192.168.42.57,8672573040300,1578300,5435400,228903900,3120669300.0,BitTorrent
192.168.42.58,1996183180500,1043400,2610000,211112100,1716015600.0,GOOGLE
192.168.42.60,224079285300,1191000,1572900,168917700,1426674900.0,EASYTAXI
192.168.42.62,1646113882800,3054600,12608100,494662500,14751663900.0,MICROSOFT
192.168.42.68,4809848049000,1747200,6695700,409140300,4045269900.0,MSN
192.168.42.72,6333253895100,27233700,47112300,518226900,102217090200.0,DNS
192.168.42.75,7182327303600,2835600,7441200,275530800,6761108400.0,DEEZER
192.168.42.76,3266627546400,719100,2204700,50697900,1447893000.0,MSN
192.168.42.77,542265351600,6838200,13892400,193102800,24391026900.0,CONTENT_FLASH
192.168.42.79,1516816601100,34491000,33548700,444258300,87109036800.0,YOUTUBE
192.168.42.81,990898627200,234900,575400,25243800,244129800.0,NetBIOS
192.168.42.82,751056380400,364500,1164900,100810800,407697600.0,NFS
192.168.42.83,525229095600,2831700,3175500,98526900,7520439000.0,CITRIX
192.168.42.88,5004325907100,6457800,27646500,219587700,40449183600.0,OPENSIGNAL
192.168.42.98,2774464225800,405900,2091300,48849600,1475343600.0,AMAZON
192.168.50.2,4983863520600,4729200,2797500,178231200,6562047000.0,TelegramChat
192.168.50.20,2833333839000,10647900,7741200,592461000,13776651900.0,MICROSOFT
192.168.50.22,802807265100,1258800,336600,93550200,138640200.0,WHATSAPP
192.168.50.23,419613300,16200,14100,7605600,4084200.0,APPLE
192.168.50.34,121703067000,112200,104700,21154800,79805400.0,WAZE
192.168.50.5,6997983714300,9635100,10819500,296723100,29378370300.0,TOR
192.168.50.8,255006410400,2063100,232200,74806800,404710200.0,SIMET
192.168.51.50,4331240373600,1306800,1395300,167617200,895323600.0,DNS
192.168.51.56,221944800,12000,0,2355600,0.0,WIKIPEDIA
192.168.52.105,3708938128200,519600,361800,46135800,132646500.0,TOR
192.168.52.115,17923860900,377700,100200,23305500,151249200.0,HTTP
192.168.52.13,652580700,21000,4500,10216200,1959000.0,SKYPE
192.168.52.14,3861110100,39900,42300,7417200,43894800.0,TWITTER
192.168.52.19,1494445264500,2556600,1417500,126641700,2334135600.0,NFS
192.168.52.20,13318621500,138300,124800,4725600,177177600.0,SKYPE
192.168.52.202,1879056569100,8993400,9003300,693735000,16908662100.0,MQTT
192.168.52.203,1174553100,12300,15000,870000,17542500.0,SPOTIFY
192.168.52.205,1150315365900,103200,103800,2038800,2092800.0,POP3
192.168.52.217,4823840099400,1433100,661200,312120300,276571500.0,AMAZON
192.168.52.220,2781311829300,2115600,564600,122725200,399591000.0,AMAZON
192.168.52.26,6290348674800,30468300,21394200,959582100,42946776000.0,GOOGLE
192.168.52.3,2406888082500,1361700,1281300,71346000,2010657000.0,APPLE_ICLOUD
192.168.52.34,7453409400,12900,11700,515100,26888700.0,DROPBOX
192.168.52.38,1011049800,21000,19500,561600,53956800.0,EBAY
192.168.52.39,141172800,1500,1800,860100,533400.0,INSTAGRAM
192.168.52.45,3485670189000,3111000,2968200,152478600,5946816600.0,DNS
192.168.52.46,4192500,1800,0,265800,0.0,HTTP
192.168.52.53,763017749700,1579500,1808400,238523400,1558050900.0,GOOGLE_MAPS
192.168.52.57,2623258098300,1520400,1567200,142740000,1509110700.0,GMAIL
192.168.52.61,110323500,4200,0,205800,0.0,NTP
192.168.52.64,327714504900,141600,92400,98275800,70596000.0,WHOIS_DAS
192.168.52.87,547139492100,177300,147600,28938000,78824700.0,CONTENT_FLASH
192.168.55.2,2519774367000,1777500,4039200,742323900,3258336600.0,NTP
192.168.60.100,13543911583200,10230900,1389000,1989281400,1013148300.0,NFS
192.168.60.104,281960121900,1173600,484200,436640100,1099051200.0,HTTP_DOWNLOAD
192.168.60.105,3203447514900,2954700,30900,206393700,54326700.0,TWITTER
192.168.60.11,434929643700,2397300,2166900,109206300,4880274900.0,AMAZON
192.168.60.110,4199054707200,6794400,1829700,133663500,2101103100.0,CITRIX
192.168.60.112,3018967862400,1106400,135300,173226300,24140700.0,MAIL_IMAPS
192.168.60.117,3182249980800,20645400,13078800,326934300,47055894300.0,EDONKEY
192.168.60.118,78551663400,68400,42900,4228500,13709100.0,WIKIPEDIA
192.168.60.124,4489318044600,3272400,1417500,291174600,2789736300.0,YOUTUBE
192.168.60.126,4222615970100,2015100,3610800,183828900,4889385600.0,CITRIX
192.168.60.127,6471707938500,4967400,947700,992570700,1442586600.0,HTTP_CONNECT
192.168.60.128,2465588699100,555000,90900,64996800,23747700.0,YAHOO
192.168.60.129,5343813947100,7383600,3600,942231600,480000.0,FTP_DATA
192.168.60.131,2953244709600,1566000,1943100,414897000,2297984100.0,UNENCRYPED_JABBER
192.168.60.132,7701758948700,13726200,9308400,369708300,29742507600.0,WIKIPEDIA
192.168.60.133,55585093500,20400,20100,1124100,44464500.0,WINDOWS_UPDATE
192.168.60.136,3279454142700,443700,282900,100651500,61269000.0,OFFICE_365
192.168.60.141,4472960745600,1361700,1571700,488539500,1408505400.0,TEAMVIEWER
192.168.60.143,658727209200,615000,315000,74843400,228527100.0,YAHOO
192.168.60.146,1261272635100,1118100,908100,1084721400,461390700.0,MS_ONE_DRIVE
192.168.60.147,746579137500,2172000,0,149823600,0.0,MAIL_IMAPS
192.168.60.15,3582985284600,2166000,2121900,423905400,3556156500.0,POP3
192.168.60.151,788526769200,2521200,1507200,63601800,4491208800.0,ORACLE
192.168.60.152,653440621800,210300,209100,83415900,31679700.0,TEAMVIEWER
192.168.60.157,9052683347700,2719800,2378700,355849500,1755151800.0,WIKIPEDIA
192.168.60.16,2813458126800,8290800,6060300,389845800,14467374900.0,HTTP
192.168.60.17,25414613100,30900,34500,2948100,73710600.0,SIMET
192.168.60.171,166726048800,1901400,1488600,30050700,5333348100.0,SPOTIFY
192.168.60.172,4647363452100,13376400,8445000,14992414800,5687910300.0,SPOTIFY
192.168.60.174,6218217891600,2808900,2993100,549111900,2901072300.0,TOR
192.168.60.183,1231397833800,573000,630600,34497600,1047707400.0,SSL
192.168.60.193,1248404805300,230700,94500,20892900,12148200.0,WINDOWS_UPDATE
192.168.60.2,4428741208200,921600,873900,70007100,777605700.0,SKYPE
192.168.60.218,6358746212400,3083700,480300,336582900,355092300.0,OFFICE_365
192.168.60.24,1738072407900,594300,547800,127604400,383251500.0,MSN
192.168.60.25,1401086654400,2251200,2850300,105398400,9427533300.0,MSSQL
192.168.60.26,57227700,3000,2400,508500,1492200.0,WIKIPEDIA
192.168.60.27,2396247928500,2802000,1200,474827100,0.0,FACEBOOK
192.168.60.29,7252093821300,4212600,2094900,388434900,2024848200.0,HTTP_DOWNLOAD
192.168.60.30,3246693141000,759300,717300,125212500,415246200.0,SPOTIFY
192.168.60.32,538085304900,4270500,2985900,191439600,5899075800.0,WHOIS_DAS
192.168.60.35,180338011500,41400,40500,13090500,20996400.0,DNS
192.168.60.37,4046190079800,2889000,1182000,158858400,1223678400.0,IP_ICMP
192.168.60.39,3390433759800,172305300,14006700,194278200,27464952600.0,HTTP_DOWNLOAD
192.168.60.4,4194382304100,662700,710700,55094700,658651200.0,WHOIS_DAS
192.168.60.42,11415058224600,8769000,6401400,595341000,13466435100.0,DROPBOX
192.168.60.44,5053261463100,8151000,2909400,169341000,4372845600.0,SKINNY
192.168.60.45,5634869935500,3890400,5356200,271232400,11255620800.0,DROPBOX
192.168.60.46,6788300581800,3777900,2540700,893386500,2728907400.0,YAHOO
192.168.60.47,2628559615500,1830900,481500,281907900,173743500.0,SSL
192.168.60.50,2429298180300,932100,1124700,86659800,1235215800.0,HTTP_PROXY
192.168.60.51,3273447342300,1538700,1275900,97661100,1859120700.0,DROPBOX
192.168.60.56,1877651211900,1206900,2122800,79802700,6310787400.0,UBUNTUONE
192.168.60.58,894889379400,154500,84900,8420700,41379600.0,YOUTUBE
192.168.60.6,3485166308700,2210700,1583100,254855700,2668536300.0,GOOGLE_MAPS
192.168.60.61,5458066437600,7113000,6050700,417805800,17531000100.0,EDONKEY
192.168.60.62,440046526500,463800,367200,99708000,212349600.0,MS_ONE_DRIVE
192.168.60.64,3333019803000,751200,212100,93609900,152723100.0,WAZE
192.168.60.67,2369405884200,1365900,447000,144958200,271390800.0,TelegramChat
192.168.60.68,1753741552200,1962300,1197300,213153600,1600285500.0,MS_ONE_DRIVE
192.168.60.69,5962305786600,11907300,5565300,537508800,17548852200.0,MICROSOFT
192.168.60.7,1635574730100,1068000,1362300,64006200,1439168100.0,UNENCRYPED_JABBER
192.168.60.73,1767851661000,395100,341400,35646000,166004700.0,OFFICE_365
192.168.60.74,4603632212100,1730100,1847400,274781700,1444751100.0,EBAY
192.168.60.75,4224219810900,2649300,1411500,319926600,1465743600.0,FACEBOOK
192.168.60.76,2193999741900,363300,386400,28823400,267959400.0,SSL_NO_CERT
192.168.60.77,6861323591100,3104100,1152000,473891400,1045025100.0,GOOGLE
192.168.60.79,921937037400,657000,57300,45102000,17848500.0,ORACLE
192.168.60.81,4048709182800,935100,932100,102205200,1217725500.0,FTP_DATA
192.168.60.83,1431162835800,496200,325800,321017100,140422200.0,VK
192.168.60.91,850532555400,314700,270900,65640900,424650300.0,MAIL_IMAPS
192.168.60.92,4731919615500,1354200,614100,166288800,415917600.0,OPENVPN
192.168.60.97,630743249100,486300,418500,54529200,560307600.0,HTTP_DOWNLOAD
192.168.60.99,1000852219200,649500,225900,79336200,381109200.0,CLOUDFLARE
192.168.72.101,4173235508100,993900,1016700,102605400,559932600.0,WINDOWS_UPDATE
192.168.72.103,5902130288400,550500,458400,91664700,60354300.0,GMAIL
192.168.72.105,1948955380500,1992600,584700,407790000,234674100.0,IMAP
192.168.72.108,3505799646300,10882200,7125600,427690800,16756733100.0,DEEZER
192.168.72.110,10893452605800,4810800,1947900,380990700,1364080500.0,CLOUDFLARE
192.168.72.111,455262657300,40500,50100,3145200,13743900.0,HTTP_CONNECT
192.168.72.112,2820771485100,1877400,1820700,125427000,4516597500.0,INSTAGRAM
192.168.72.114,6023575176600,4441200,3604500,217396800,7190527500.0,FTP_DATA
192.168.72.116,3455790651300,1821900,1521000,139170300,2368694400.0,OSCAR
192.168.72.118,486960079200,1565400,2176200,104084700,3672863700.0,HTTP_DOWNLOAD
192.168.72.122,236222387700,556200,117600,22749300,307583400.0,TelegramChat
192.168.72.124,2669569920000,7845600,5880600,396803700,16120221300.0,INSTAGRAM
192.168.72.125,6630285000,10500,6600,540000,10048200.0,HTTP_PROXY
192.168.72.126,232134882600,75000,69000,6637200,48530100.0,OSCAR
192.168.72.131,667515733800,8663100,3178500,85868700,9565511400.0,MICROSOFT
192.168.72.136,4753329015000,6759900,3324300,509210100,4941516600.0,IP_ICMP
192.168.72.139,332320028400,990600,1026600,51188100,1672159200.0,TEAMVIEWER
192.168.72.141,1157122078800,265500,69900,42055500,11379600.0,IP_ICMP
192.168.72.144,398917608000,107700,108900,15454800,55451400.0,STARCRAFT
192.168.72.145,6743979781800,15274200,6745200,361419300,10020777900.0,MAIL_IMAPS
192.168.72.150,41246526600,53100,12900,4277400,20416800.0,CITRIX
192.168.72.153,2638917022800,25380000,11641800,261274200,17094470100.0,APPLE
192.168.72.156,14273304000,1246200,1951500,8476800,3400674300.0,MQTT
192.168.72.158,2598819805500,407700,317100,31628700,98266800.0,POP3
192.168.72.160,1099667328300,1710900,1594200,90799200,2564845500.0,TWITCH
192.168.72.162,3941644800,42300,33900,1157400,90199800.0,UBUNTUONE
192.168.72.167,2134948302600,2680500,1102800,327935400,831197700.0,GOOGLE
192.168.72.230,289665300,5400,0,935400,0.0,YOUTUBE
192.168.72.31,13689793247100,508904400,459083700,4107987900,1404224700600.0,NFS
192.168.72.32,2113892478600,363900,377400,28423500,249255900.0,NTP
192.168.72.34,462769408500,2223600,238200,116141100,435008400.0,WINDOWS_UPDATE
192.168.72.35,1874099109000,2929800,5353800,88901400,16129917000.0,WHOIS_DAS
192.168.72.39,5222318151000,1382100,1606500,183526200,1917954300.0,APPLE_ICLOUD
192.168.72.40,1882497341400,357600,204600,45818700,38652300.0,YAHOO
192.168.72.41,4925171568600,2025900,2034600,161100300,2647853400.0,MQTT
192.168.72.42,2910154244100,8096700,12388500,123052200,38403824400.0,HTTP_PROXY
192.168.72.43,18595728780000,15647100,5837100,2388796800,5312865300.0,WAZE
192.168.72.44,5774354121000,24585300,11623200,865974000,22330889400.0,CITRIX
192.168.72.45,6550592758500,103300500,57865200,710888100,178362504000.0,OPENSIGNAL
192.168.72.46,1561073366700,227400,74700,44875800,15946200.0,SSL_NO_CERT
192.168.72.47,6886606577400,1665600,1551600,254588100,567622500.0,SSL_NO_CERT
192.168.72.48,5058464805000,3062700,3771000,295358400,4634867400.0,WAZE
192.168.72.49,7691102458800,15118200,21178500,349511700,43345246200.0,IP_ICMP
192.168.72.50,881759356500,3663900,2151900,353865600,2916435600.0,STARCRAFT
192.168.72.51,5808882529800,65499600,3276600,122912805000,4308638700.0,HTTP_DOWNLOAD
192.168.72.52,262664400,13200,9600,1755600,2299800.0,NFS
192.168.72.54,1294989473400,113400,111600,5862900,8223000.0,IMAP
192.168.72.58,684075004500,7458600,4598700,279354900,11182675500.0,VK
192.168.72.59,597240465000,108900,59100,11007600,20061000.0,HTTP
192.168.72.60,218099400,3000,2400,144000,230100.0,NFS
192.168.72.62,776423656500,122400,109500,11684400,32101500.0,MAIL_IMAPS
192.168.72.65,5918131599900,7785600,6318000,460658100,13325716500.0,SSL
192.168.72.66,3618672931800,1501500,1137600,141666000,1517781900.0,NetBIOS
192.168.72.73,2500125716700,414600,398100,51473100,212727600.0,CITRIX
192.168.72.74,219472745400,375900,82500,37908000,26440800.0,MS_ONE_DRIVE
192.168.72.75,266993553300,1908600,15900,176026200,4437900.0,UNENCRYPED_JABBER
192.168.72.76,340317000,14400,0,1311600,0.0,FTP_DATA
192.168.72.78,3534008741100,4638300,5105400,214036800,14531499900.0,NFS
192.168.72.85,72427742100,150600,257100,23473500,590291100.0,MSN
192.168.72.88,13053364992300,22407000,18177600,4610844600,25947798900.0,YAHOO
192.168.72.91,953578492500,944700,43200,63438000,2544600.0,FTP_DATA
192.168.72.94,10589687056800,15580200,5343600,5651356800,3439785300.0,STARCRAFT
192.168.72.95,1231953668100,174000,162900,15924000,20975400.0,TelegramChat
192.168.72.96,3119236087200,7561800,10417500,331422600,20667807000.0,WHOIS_DAS
192.168.72.97,838165352700,6845700,173400,439492800,420737700.0,MS_ONE_DRIVE
192.168.72.98,829369908900,17562000,10830000,154892700,36142151100.0,VK
192.168.81.10,2385718710300,514500,649800,128767500,1055358300.0,UBUNTUONE
192.168.81.101,1213393667400,373800,85800,63213300,81074400.0,TWITTER
192.168.81.106,2395867393800,339300,359700,63571200,67650900.0,AMAZON
192.168.81.109,1396494919200,275400,288300,19194000,189512100.0,APPLE_ITUNES
192.168.81.11,249574656900,148800,150600,14846400,99126600.0,APPLE_ITUNES
192.168.81.110,314370960900,59700,53100,9945000,24678600.0,MSN
192.168.81.112,176754654600,77100,38400,1529700,19164000.0,SSL_NO_CERT
192.168.81.114,5165077897200,5262000,4057800,527193300,3880366800.0,SSL
192.168.81.130,1759636939500,513600,508200,32595600,642359700.0,MQTT
192.168.81.136,814262218800,2823900,2013600,234328500,2501562000.0,APPLE
192.168.81.138,62098596300,43800,2700,5544300,1210200.0,IMAP
192.168.81.145,249350102100,30000,24900,1507800,10991400.0,TelegramChat
192.168.81.147,11725272670500,19774200,24744900,729150600,88339603800.0,APPLE_ITUNES
192.168.81.158,3948443776200,75491400,9159600,530971200,18140760000.0,GMAIL
192.168.81.17,77571743400,6954600,7670700,46753800,22729738800.0,UBUNTUONE
192.168.81.18,1623629146500,3525300,5106300,74815800,10605091500.0,SSH
192.168.81.180,318578836500,98700,87900,6370500,101304000.0,BitTorrent
192.168.81.2,11187654969600,4733400,2640900,275040600,6125535000.0,HTTP_CONNECT
192.168.81.20,927630336000,754500,92100,42373200,93743100.0,SSH
192.168.81.220,1630819475400,555300,629700,77520600,457047600.0,VK
192.168.81.23,859766649900,182100,39600,39646800,3426600.0,FACEBOOK
192.168.81.25,6778096411500,4666500,3974100,580992600,3380702100.0,NTP
192.168.81.26,4288378869000,4170600,1699200,266301300,2368123500.0,NFS
192.168.81.27,2543234303100,15403200,14418900,377123400,41898417000.0,OPENVPN
192.168.81.29,2020811766600,1017300,926400,62383800,1605584100.0,HTTP_DOWNLOAD
192.168.81.3,2943346940400,1669500,1303200,153286800,1422045900.0,MS_ONE_DRIVE
192.168.81.31,384371838000,163200,72600,17614800,18291600.0,FTP_DATA
192.168.81.33,509485728000,78000,63600,6216300,37601400.0,HTTP_CONNECT
192.168.81.34,3287470914300,15495300,18889800,304758300,49872127500.0,ORACLE
192.168.81.35,3176656887900,588000,681000,76973100,398188200.0,DROPBOX
192.168.81.40,2803425640200,961200,1101300,85685700,1082940300.0,HTTP_CONNECT
192.168.81.42,84744000,3000,2100,644700,910800.0,DROPBOX
192.168.81.48,3329058002700,4246800,0,333676500,0.0,DEEZER
192.168.81.5,2211280674900,346500,359700,93951600,148560900.0,EASYTAXI
192.168.81.51,504046145400,153300,7500,31391100,1918800.0,UPNP
192.168.81.57,10088641001400,5100900,3654600,688330800,3846737700.0,IP_ICMP
192.168.81.6,2021199536700,312000,123000,39854400,22260000.0,NetBIOS
192.168.81.66,761647904100,105900,110400,19846200,26946300.0,AMAZON
192.168.81.7,320863487400,47400,57600,4443600,63015300.0,YOUTUBE
192.168.81.78,887849455500,510600,476100,48752100,333961500.0,SIMET
192.168.81.87,4604496688800,1281000,364500,199395600,83842500.0,DEEZER
192.168.81.93,69516289500,76500,34800,4293000,14285400.0,EBAY
192.168.90.10,4981692016500,15435000,29203200,969358500,69022623900.0,POP3
192.168.90.100,1787099564100,2061600,12775200,202016400,14644521000.0,SPOTIFY
192.168.90.101,2628496213500,12999600,35720100,303648600,69168693900.0,SSL
192.168.90.102,4554299062800,1651800,6984000,158421000,5249923200.0,ORACLE
192.168.90.103,1843492822200,758400,1315200,93334500,1907824500.0,BitTorrent
192.168.90.104,3133194893400,5249400,8947500,574069200,10776497400.0,APPLE_ICLOUD
192.168.90.106,776507453700,985500,4816800,121830000,6242408100.0,TWITCH
192.168.90.108,1435143592500,132600,153600,10836900,35986500.0,WHOIS_DAS
192.168.90.109,4522044929700,6423600,32110200,410244600,64472409000.0,APPLE
192.168.90.11,8782205400,142800,226800,18522300,436015800.0,OFFICE_365
192.168.90.110,7366870685100,5036100,12626400,1120316100,9888024600.0,BitTorrent
192.168.90.111,5123280918600,1826100,7707600,236516700,9176106300.0,HTTP_CONNECT
192.168.90.114,7053603176400,13603200,52009800,2238496500,75118811400.0,GMAIL
192.168.90.119,544656899700,1848900,17488200,45043200,32940436200.0,APPLE_ITUNES
192.168.90.12,8254861020300,12726300,39954300,759518100,97628316000.0,BitTorrent
192.168.90.120,3061212093900,2450100,12256800,165817500,20978083200.0,MQTT
192.168.90.121,1468965939300,864300,1393200,82520400,1336821900.0,HTTP_CONNECT
192.168.90.123,4836356542800,15177600,67799700,512407500,103101355800.0,YOUTUBE
192.168.90.125,80773965300,21600,29700,5671200,7611000.0,NetBIOS
192.168.90.127,869866988100,3832200,9713100,121928100,15947651400.0,APPLE_ITUNES
192.168.90.130,1277815573800,445500,1125900,50010900,1618902000.0,OSCAR
192.168.90.131,5765527980600,7566900,27471900,273675600,62166864300.0,HTTP_DOWNLOAD
192.168.90.132,7272556460400,19509000,50139000,907728000,83873624700.0,UPNP
192.168.90.135,9754119746400,170611800,136134900,328841769300,97875536700.0,MSSQL
192.168.90.136,4623010405200,4577100,12708900,214837800,25438599600.0,MSN
192.168.90.138,5925535315800,13484700,49352400,466073400,77507030700.0,WHATSAPP
192.168.90.139,5506883220000,14113200,31897500,440352000,80274324000.0,SSL_NO_CERT
192.168.90.14,3275759591400,1641300,2000700,107611200,3729712500.0,NTP
192.168.90.141,2475336953700,2693100,10877700,77778000,16592196000.0,DROPBOX
192.168.90.142,2862796338600,799500,3088800,69608100,3471385500.0,MAIL_IMAPS
192.168.90.143,2442823768800,1448100,8404500,78065400,18883785600.0,UPNP
192.168.90.147,871138145100,1094700,3873600,146355600,1750226100.0,SSL_NO_CERT
192.168.90.150,3661595890800,6790800,7859700,695913300,8507334900.0,POP3
192.168.90.16,6867055390500,3594000,9380100,350220300,11325152700.0,SIMET
192.168.90.162,573282600,21000,48900,2208900,23613300.0,OFFICE_365
192.168.90.164,43413081000,388200,569100,28692300,559058700.0,NETFLIX
192.168.90.2,2002642800,27300,36600,1322100,86543100.0,VK
192.168.90.20,1061840788800,462300,1415100,43546800,2080247100.0,MICROSOFT
192.168.90.22,575662500,4800,15900,4612500,5895900.0,OSCAR
192.168.90.24,2178901974600,2134500,6037500,157987200,6385442400.0,EDONKEY
192.168.90.26,3720650029800,861900,3224400,91755000,1771029900.0,GMAIL
192.168.90.28,3465153375600,8268600,25185600,514114200,38779575000.0,TWITTER
