customerID,gender,age,tenure,PhoneService,InternetService,is_tv_subscriber,is_movie_package_subscriber,service_failure_count,bill_avg,Churn
4822-NGOCH,Female,21,13,Yes,Fiber optic,No,No,2,2533.5,Yes
9391-DXGGG,Female,18,44,Yes,Fiber optic,No,Yes,1,2674.5,No
9844-FELAJ,Female,46,70,Yes,Fiber optic,Yes,Yes,1,3237.0,No
2122-SZZZD,Male,24,44,Yes,DOCSIS,No internet service,No internet service,1,585.0,No
5307-DZCVC,Female,28,32,Yes,Fiber optic,Yes,No,0,2578.5,Yes
3148-AOIQT,Female,20,69,Yes,DOCSIS,No internet service,No internet service,2,748.5,No
8679-JOEVF,Female,63,16,Yes,DSL,Yes,No,1,1782.0,Yes
8395-ETZKQ,Male,49,68,Yes,DOCSIS,No internet service,No internet service,1,585.0,No
6692-YQHXC,Male,29,16,Yes,Fiber optic,No,No,0,2098.5,No
3889-VWBID,Male,34,68,Yes,DSL,Yes,Yes,0,2485.5,No
5222-JCXZT,Male,57,4,Yes,DOCSIS,No internet service,No internet service,0,570.0,No
9754-CLVZW,Female,57,26,No,DSL,No,No,0,1165.5,No
1432-FPAXX,Female,64,29,No,DSL,No,No,1,918.0,Yes
2739-CCZMB,Male,20,5,Yes,DOCSIS,No internet service,No internet service,2,610.5,No
7080-TNUWP,Male,53,70,Yes,Fiber optic,Yes,No,0,2850.0,No
0496-AHOOK,Male,57,24,Yes,DSL,Yes,Yes,0,2232.0,No
8336-TAVKX,Female,35,72,Yes,DSL,No,Yes,2,2353.5,No
2468-SJFLM,Male,36,1,Yes,Fiber optic,No,No,1,2229.0,No
3181-VTHOE,Male,34,70,No,DSL,No,Yes,2,1531.5,No
7168-HDQHG,Female,58,36,Yes,DOCSIS,No internet service,No internet service,1,576.0,No
4803-AXVYP,Female,47,38,Yes,Fiber optic,Yes,Yes,2,2986.5,Yes
3884-HCSWG,Female,61,17,Yes,Fiber optic,No,No,2,2100.0,Yes
4567-AKPIA,Female,58,41,Yes,Fiber optic,Yes,Yes,1,3273.0,No
5077-DXTCG,Female,32,1,Yes,DSL,No,No,0,1359.0,Yes
1142-WACZW,Male,23,2,No,DSL,No,No,0,895.5,Yes
7901-HXJVA,Male,37,14,Yes,Fiber optic,No,No,0,2293.5,No
5649-ANRML,Male,55,2,Yes,Fiber optic,No,Yes,1,2853.0,Yes
4892-VLANZ,Male,59,1,Yes,DOCSIS,No internet service,No internet service,0,594.0,Yes
5924-IFQTT,Male,36,13,Yes,DSL,Yes,No,0,2184.0,No
7968-QUXNS,Male,56,6,Yes,DOCSIS,No internet service,No internet service,2,568.5,No
2919-HBCJO,Female,47,4,Yes,Fiber optic,No,No,0,2299.5,Yes
4236-XPXAV,Female,20,5,Yes,Fiber optic,Yes,Yes,0,2974.5,Yes
8903-WMRNW,Female,33,15,Yes,Fiber optic,Yes,Yes,2,3052.5,No
2452-SNHFZ,Female,62,47,Yes,Fiber optic,No,No,2,2263.5,No
3629-WEAAM,Female,64,8,Yes,DSL,No,Yes,2,1922.9999999999998,No
6029-CSMJE,Male,38,17,No,DSL,No,No,1,769.5,No
7993-NQLJE,Male,34,15,Yes,Fiber optic,No,No,1,2253.0,No
9909-DFRJA,Female,27,26,Yes,Fiber optic,No,Yes,1,2875.5,No
9099-FTUHS,Female,22,23,Yes,DSL,No,No,0,1632.0,No
0581-BXBUB,Female,21,4,Yes,Fiber optic,No,No,1,2182.5,No
4962-CHQPW,Male,45,29,Yes,DOCSIS,No internet service,No internet service,2,595.5,No
9467-ROOLM,Female,34,25,Yes,DOCSIS,No internet service,No internet service,0,571.5,No
3030-YZADT,Male,49,9,Yes,DSL,No,No,1,1348.5,Yes
7410-KTVFV,Male,44,18,Yes,DSL,No,No,0,1486.5,Yes
5150-ITWWB,Male,64,3,Yes,Fiber optic,Yes,Yes,2,2845.5,No
2253-KPMNB,Female,46,69,No,DSL,No,No,0,1387.5,No
1345-ZUKID,Male,40,14,Yes,DOCSIS,No internet service,No internet service,0,580.5,No
6429-SHBCB,Male,47,19,Yes,DSL,Yes,Yes,0,2088.0,No
9281-OFDMF,Male,45,39,Yes,Fiber optic,No,Yes,0,2721.0,No
2603-HVKCG,Male,32,31,Yes,Fiber optic,Yes,Yes,2,3042.0,No
1834-WULEG,Male,35,24,Yes,DOCSIS,No internet service,No internet service,1,607.5,No
9097-ZUBYC,Male,49,14,Yes,DSL,No,No,0,1464.0,No
5148-ORICT,Female,33,64,Yes,DSL,No,Yes,0,2230.5,No
4893-GYUJU,Female,62,50,Yes,DOCSIS,No internet service,No internet service,1,580.5,No
4578-PHJYZ,Male,60,52,Yes,DSL,Yes,No,0,2062.5,No
7272-QDCKA,Male,31,28,Yes,Fiber optic,Yes,Yes,0,3006.0,No
8908-SLFCJ,Female,34,21,Yes,DOCSIS,No internet service,No internet service,1,625.5,No
8393-DLHGA,Male,51,25,Yes,Fiber optic,Yes,Yes,1,2877.0,Yes
9766-HGEDE,Female,31,17,Yes,DOCSIS,No internet service,No internet service,0,580.5,No
6968-MHOMU,Male,35,58,No,DSL,Yes,Yes,2,1350.0,No
7395-IGJOS,Male,39,17,Yes,Fiber optic,No,Yes,2,2445.0,Yes
5044-XDPYX,Female,51,51,Yes,DOCSIS,No internet service,No internet service,2,765.0,No
1814-WFGVS,Male,42,72,No,DSL,Yes,No,1,1467.0,No
2834-SPCJV,Male,22,52,Yes,Fiber optic,Yes,No,0,2523.0,Yes
3721-WKIIL,Female,28,27,Yes,DOCSIS,No internet service,No internet service,2,588.0,No
6734-CKRSM,Female,19,3,Yes,DOCSIS,No internet service,No internet service,0,600.0,No
1265-ZFOSD,Female,45,64,Yes,DSL,No,Yes,0,2439.0,No
6568-POCUI,Female,44,45,Yes,Fiber optic,Yes,Yes,1,2856.0,No
7890-VYYWG,Male,30,3,No,DSL,Yes,No,2,1093.5,Yes
5197-LQXXH,Female,30,71,Yes,DSL,Yes,Yes,1,2499.0,No
9907-SWKKF,Female,49,1,No,DSL,No,No,2,751.5,Yes
3457-PQBYH,Female,20,58,Yes,DOCSIS,No internet service,No internet service,2,609.0,No
7682-AZNDK,Male,28,34,Yes,Fiber optic,Yes,No,1,2695.5,No
0587-DMGBH,Female,60,8,Yes,DSL,No,No,2,1495.5,Yes
5384-ZTTWP,Female,42,15,Yes,DOCSIS,No internet service,No internet service,2,594.0,No
3745-HRPHI,Male,30,66,No,DSL,Yes,Yes,1,1639.5,No
7636-OWBPG,Male,33,12,No,DSL,No,No,2,880.5,No
1231-YNDEK,Male,29,58,Yes,DOCSIS,No internet service,No internet service,2,574.5,No
1407-DIGZV,Female,28,3,Yes,DOCSIS,No internet service,No internet service,1,573.0,No
6397-JNZZG,Female,61,43,No,DSL,Yes,Yes,1,1666.5,Yes
0570-BFQHT,Female,48,9,Yes,Fiber optic,No,No,1,2416.5,No
4393-OBCRR,Female,24,3,Yes,DOCSIS,No internet service,No internet service,1,607.5,No
3523-QRQLL,Female,44,22,Yes,DSL,Yes,Yes,0,2085.0,Yes
8564-LDKFL,Male,54,40,Yes,Fiber optic,Yes,Yes,1,3180.0,No
3696-DFHHB,Female,32,68,Yes,DOCSIS,No internet service,No internet service,1,765.0,No
0895-DQHEW,Male,29,54,Yes,Fiber optic,Yes,Yes,1,3129.0,Yes
4717-GHADL,Female,19,50,Yes,DSL,Yes,Yes,1,2388.0,No
5501-TVMGM,Male,53,1,Yes,DSL,No,Yes,2,1657.5,No
5879-HMFFH,Female,50,72,Yes,DSL,Yes,Yes,1,2641.5,No
6772-WFQRD,Male,57,40,Yes,DOCSIS,No internet service,No internet service,2,612.0,No
3810-DVDQQ,Female,34,72,Yes,Fiber optic,Yes,Yes,1,3528.0,No
6972-SNKKW,Female,39,6,Yes,DOCSIS,No internet service,No internet service,0,600.0,No
3694-GLTJM,Female,60,5,Yes,DOCSIS,No internet service,No internet service,2,589.5,No
8550-XSXUQ,Male,29,48,Yes,DSL,No,Yes,2,2116.5,No
8149-RSOUN,Female,57,1,Yes,Fiber optic,Yes,Yes,0,2815.5,Yes
9055-MOJJJ,Female,33,64,Yes,DSL,Yes,No,0,1974.0,No
4359-INNWN,Female,38,17,Yes,DOCSIS,No internet service,No internet service,2,601.5,No
0585-EGDDA,Male,63,40,Yes,Fiber optic,No,No,1,2400.0,No
4032-RMHCI,Female,63,41,No,DSL,No,No,1,1062.0,No
0549-CYCQN,Male,38,51,Yes,Fiber optic,No,No,0,2388.0,No
3481-JHUZH,Male,29,41,Yes,Fiber optic,No,No,0,2407.5,No
7250-EQKIY,Female,39,1,Yes,DSL,No,No,1,1513.5,Yes
3594-IVHJZ,Female,50,2,Yes,DOCSIS,No internet service,No internet service,1,613.5,No
6869-FGJJC,Male,57,68,Yes,Fiber optic,No,No,2,2388.0,No
3896-ZVNET,Female,42,24,Yes,DOCSIS,No internet service,No internet service,0,741.0,No
8205-VSLRB,Male,26,70,Yes,DSL,No,Yes,0,2319.0,No
5960-MVTUK,Male,27,3,No,DSL,No,No,2,892.5,No
6817-WTYHE,Male,53,2,Yes,DSL,No,No,0,1347.0,No
3082-VQXNH,Male,47,3,No,DSL,No,No,2,894.0,No
4013-UBXWQ,Female,57,7,Yes,DSL,Yes,Yes,0,2239.5,Yes
4931-TRZWN,Female,43,13,Yes,DSL,Yes,Yes,2,2158.5,No
0750-EKNGL,Male,61,7,Yes,DOCSIS,No internet service,No internet service,1,622.5,No
7669-LCRSD,Male,43,12,Yes,DSL,Yes,No,2,1689.0,No
3567-PQTSO,Male,50,53,Yes,Fiber optic,Yes,Yes,0,3157.5,No
5519-NPHVG,Female,50,12,Yes,Fiber optic,Yes,Yes,0,2826.0,Yes
8043-PNYSD,Male,37,63,Yes,DOCSIS,No internet service,No internet service,2,586.5,No
9938-EKRGF,Female,18,15,Yes,DSL,Yes,Yes,0,2533.5,No
2703-AMTUL,Male,61,36,Yes,DSL,No,No,2,1609.5,No
0928-JMXNP,Male,51,4,No,DSL,No,No,1,897.0,No
8173-RXAYP,Female,45,24,Yes,DOCSIS,No internet service,No internet service,0,591.0,No
4825-XJGDM,Female,44,61,No,DSL,No,No,1,1311.0,No
5402-HTOTQ,Male,21,16,Yes,DSL,No,No,0,1659.0,No
6734-JDTTV,Male,58,65,Yes,DOCSIS,No internet service,No internet service,2,595.5,No
7850-THJMU,Female,22,26,Yes,DOCSIS,No internet service,No internet service,1,589.5,No
3890-RTCMS,Male,34,16,Yes,DSL,No,No,0,1483.5,No
8849-GYOKR,Female,23,54,Yes,Fiber optic,Yes,Yes,0,3196.5,Yes
3148-BLQJT,Male,51,1,Yes,DOCSIS,No internet service,No internet service,0,603.0,Yes
3717-FDJFU,Male,38,5,Yes,DOCSIS,No internet service,No internet service,0,613.5,No
3665-JATSN,Female,18,19,No,DSL,No,Yes,1,1191.0,No
7966-YOTQW,Male,55,10,Yes,DSL,No,No,1,1635.0,No
0461-CVKMU,Female,47,23,Yes,Fiber optic,No,No,2,2514.0,Yes
8806-EAGWC,Male,45,3,Yes,DSL,Yes,No,1,1654.5,Yes
8853-TZDGH,Female,63,72,Yes,Fiber optic,Yes,Yes,2,3348.0,No
7779-LGOVN,Male,64,10,Yes,Fiber optic,No,Yes,1,2599.5,Yes
4324-BZCKL,Female,54,10,Yes,DSL,No,No,2,1666.5,No
6924-TDGMT,Male,55,11,Yes,DOCSIS,No internet service,No internet service,1,616.5,No
9710-ZUSHQ,Female,35,37,Yes,Fiber optic,Yes,Yes,1,3202.5,Yes
1536-YHDOE,Male,45,17,Yes,DSL,No,No,0,1863.0,No
8123-QBNAZ,Female,31,36,Yes,Fiber optic,Yes,Yes,2,3135.0,No
3629-ZNKXA,Male,23,17,Yes,Fiber optic,Yes,Yes,0,3054.0,No
4827-LTQRJ,Female,42,66,Yes,Fiber optic,Yes,Yes,1,3318.0,No
7711-YIJWC,Male,32,61,Yes,DSL,Yes,Yes,1,2547.0,No
5482-VXSXJ,Male,52,22,Yes,Fiber optic,Yes,Yes,2,2796.0,No
7365-BVCJH,Male,57,1,No,DSL,No,No,0,732.0,No
9620-ENEJV,Female,64,6,Yes,Fiber optic,No,No,0,2116.5,No
4183-WCSEP,Male,25,31,Yes,Fiber optic,No,No,2,2353.5,Yes
2378-YIZKA,Female,30,68,Yes,DSL,Yes,Yes,0,2550.0,No
5498-TXHLF,Female,34,34,Yes,Fiber optic,Yes,No,0,2623.5,Yes
0689-DSXGL,Female,59,52,Yes,Fiber optic,No,No,2,2574.0,No
6818-DJXAA,Female,45,10,Yes,Fiber optic,Yes,No,1,2733.0,No
9722-UJOJR,Male,28,29,Yes,Fiber optic,No,No,2,2122.5,Yes
0464-WJTKO,Female,60,72,Yes,DOCSIS,No internet service,No internet service,0,603.0,No
8902-ZEOVF,Male,63,47,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
6778-EICRF,Male,56,24,Yes,DSL,Yes,Yes,2,2244.0,No
2662-NNTDK,Male,33,65,Yes,DOCSIS,No internet service,No internet service,1,744.0,No
4132-KALRO,Female,38,4,Yes,Fiber optic,Yes,Yes,1,3025.5,No
3902-FOIGH,Male,27,12,Yes,Fiber optic,Yes,Yes,1,3040.5,Yes
6772-KSATR,Male,61,1,Yes,Fiber optic,No,No,0,2451.0,Yes
7112-OPOTK,Male,34,33,Yes,Fiber optic,No,No,1,2047.5,Yes
2874-YXVVA,Female,47,34,Yes,Fiber optic,Yes,Yes,2,3153.0,No
1245-HARPS,Female,25,14,Yes,DOCSIS,No internet service,No internet service,0,612.0,No
4210-QFJMF,Female,59,4,Yes,Fiber optic,No,Yes,1,2374.5,Yes
4323-ELYYB,Male,41,13,Yes,DOCSIS,No internet service,No internet service,2,600.0,No
4293-ETKAP,Female,28,65,Yes,DSL,Yes,Yes,1,2382.0,No
6064-PUPMC,Male,64,23,Yes,DSL,No,No,0,1716.0,No
6504-VBLFL,Male,63,55,Yes,DSL,No,No,1,1758.0,No
6322-PJJDJ,Male,43,49,Yes,Fiber optic,Yes,Yes,0,2844.0,No
0330-BGYZE,Male,36,60,Yes,Fiber optic,Yes,Yes,0,3075.0,No
1085-LDWAM,Female,63,69,Yes,DOCSIS,No internet service,No internet service,2,610.5,No
7586-ZATGZ,Male,25,40,Yes,Fiber optic,Yes,No,2,2547.0,No
7197-VOJMM,Male,26,67,Yes,DSL,No,Yes,1,2076.0,No
3318-OSATS,Male,36,35,Yes,Fiber optic,Yes,Yes,2,2863.5,Yes
5828-AVIPD,Male,47,19,Yes,Fiber optic,Yes,Yes,0,3028.5,Yes
1843-TLSGD,Female,52,13,Yes,DOCSIS,No internet service,No internet service,2,625.5,No
9626-VFRGG,Female,49,41,Yes,Fiber optic,Yes,No,1,2655.0,No
7075-BNDVQ,Female,30,4,No,DSL,No,No,1,1050.0,No
9143-CANJF,Female,32,24,Yes,DSL,No,No,2,1654.5,No
7284-BUYEC,Female,35,5,No,DSL,Yes,Yes,2,1528.5,No
2041-JIJCI,Female,38,5,Yes,DSL,No,Yes,2,1920.0,No
1086-LXKFY,Female,31,1,Yes,Fiber optic,No,No,1,2073.0,Yes
4900-MSOMT,Female,23,72,Yes,DSL,Yes,No,1,2406.0,No
2229-VWQJH,Female,33,24,Yes,DSL,No,No,2,1479.0,No
9194-GFVOI,Female,63,42,Yes,DSL,Yes,Yes,0,2530.5,No
1336-EZFZY,Female,44,4,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
4282-MSACW,Male,30,68,Yes,Fiber optic,Yes,Yes,2,3516.0,No
1403-LKLIK,Female,43,33,Yes,DOCSIS,No internet service,No internet service,0,603.0,No
2636-ALXXZ,Female,63,1,Yes,Fiber optic,No,No,0,2088.0,Yes
7774-OJSXI,Male,36,31,Yes,Fiber optic,Yes,Yes,0,3103.5,Yes
7786-WBJYI,Female,43,4,Yes,Fiber optic,No,No,2,2338.5,Yes
0136-IFMYD,Male,58,69,Yes,Fiber optic,Yes,Yes,0,3298.5,No
5144-TVGLP,Male,33,38,Yes,Fiber optic,Yes,Yes,2,2842.5,No
9643-AVVWI,Female,43,3,Yes,Fiber optic,No,No,0,2400.0,No
0253-ZTEOB,Female,55,48,Yes,DSL,Yes,Yes,1,2389.5,No
2706-QZIHY,Female,52,15,Yes,DOCSIS,No internet service,No internet service,2,756.0,No
6061-PQHMK,Female,63,25,Yes,DOCSIS,No internet service,No internet service,1,597.0,No
9885-CSMWE,Female,52,1,Yes,Fiber optic,Yes,No,2,2353.5,Yes
6137-MFAJN,Female,50,48,No,DSL,Yes,No,1,1344.0,No
9122-UMROB,Male,59,1,Yes,DOCSIS,No internet service,No internet service,0,609.0,No
4232-JGKIY,Male,55,1,Yes,DOCSIS,No internet service,No internet service,0,576.0,No
2402-TAIRZ,Female,20,37,Yes,Fiber optic,No,No,1,2401.5,No
9659-ZTWSM,Male,23,66,Yes,Fiber optic,Yes,Yes,1,3220.5,No
9139-TWBAS,Female,37,26,No,DSL,Yes,No,1,1435.5,No
6685-GBWJZ,Male,42,63,Yes,DSL,Yes,No,2,2124.0,No
5016-ETTFF,Male,35,10,No,DSL,No,No,0,885.0,Yes
3866-MDTUB,Female,25,2,Yes,DSL,Yes,Yes,0,2122.5,Yes
2195-VVRJF,Male,37,18,Yes,DSL,No,Yes,2,1773.0,No
3913-RDSJZ,Female,62,64,Yes,DOCSIS,No internet service,No internet service,2,766.5,No
8058-JMEQO,Female,24,9,Yes,Fiber optic,No,Yes,1,2533.5,Yes
4203-QGNZA,Female,53,28,Yes,DOCSIS,No internet service,No internet service,0,607.5,No
5043-TRZWM,Female,29,1,Yes,Fiber optic,No,No,1,2266.5,No
0697-ZMSWS,Male,53,4,Yes,Fiber optic,No,Yes,2,2569.5,Yes
7657-DYEPJ,Male,44,38,Yes,DSL,Yes,No,2,2104.5,Yes
9494-BDNNC,Male,41,66,Yes,Fiber optic,No,Yes,0,2859.0,No
1640-PLFMP,Female,57,1,Yes,Fiber optic,No,No,1,2107.5,No
5366-OBVMR,Female,48,18,Yes,DSL,No,No,1,1509.0,No
8276-MQBYC,Male,46,51,Yes,Fiber optic,Yes,Yes,0,2934.0,Yes
7644-OMVMY,Male,39,0,Yes,DOCSIS,No internet service,No internet service,1,595.5,No
7593-XFKDI,Male,63,1,Yes,DSL,No,No,1,1389.0,Yes
4573-JKNAE,Male,43,12,Yes,DOCSIS,No internet service,No internet service,1,580.5,No
0337-CNPZE,Female,62,41,Yes,Fiber optic,Yes,Yes,0,3189.0,Yes
9817-APLHW,Male,22,12,Yes,DOCSIS,No internet service,No internet service,2,750.0,No
8380-MQINP,Female,54,55,Yes,DOCSIS,No internet service,No internet service,1,609.0,No
0840-DFEZH,Female,23,7,Yes,Fiber optic,No,No,2,2260.5,No
1513-XNPPH,Female,49,12,Yes,Fiber optic,No,Yes,1,2682.0,Yes
8690-ZVLCL,Female,34,68,Yes,DSL,Yes,Yes,1,2640.0,No
6015-VVHHE,Female,19,5,Yes,Fiber optic,Yes,No,1,2494.5,Yes
1125-SNVCK,Female,27,49,Yes,DSL,No,No,2,1314.0,No
0384-LPITE,Male,64,40,No,DSL,Yes,Yes,1,1861.5,No
4616-EWBNJ,Female,18,16,Yes,DOCSIS,No internet service,No internet service,1,603.0,No
6347-DCUIK,Male,59,10,Yes,Fiber optic,No,No,2,2224.5,Yes
1335-HQMKX,Female,27,72,Yes,Fiber optic,Yes,Yes,1,3040.5,No
2545-EBUPK,Female,41,2,Yes,Fiber optic,No,Yes,0,2521.5,No
6923-AQONU,Male,64,23,Yes,DOCSIS,No internet service,No internet service,1,627.0,No
2172-EJXVF,Female,59,71,Yes,Fiber optic,Yes,Yes,2,3177.0,No
0897-FEGMU,Female,46,11,Yes,Fiber optic,Yes,Yes,2,2985.0,Yes
7663-RGWBC,Male,60,1,Yes,DSL,No,No,2,1324.5,Yes
1120-BMWUB,Female,30,16,Yes,DSL,No,No,1,1617.0,Yes
9124-LHCJQ,Female,34,1,Yes,Fiber optic,No,Yes,2,2563.5,Yes
4536-PLEQY,Male,51,12,Yes,Fiber optic,No,Yes,2,2551.5,No
7029-IJEJK,Female,38,54,No,DSL,No,Yes,0,1323.0,No
8871-JLMHM,Female,19,68,Yes,Fiber optic,No,No,0,2706.0,No
2235-ZGKPT,Female,44,4,Yes,DSL,No,No,2,1525.5,Yes
3891-PUQOD,Female,64,1,Yes,DSL,No,Yes,0,1776.0,Yes
5447-VYTKW,Male,46,27,Yes,DSL,No,No,1,1603.5,No
3623-FQBOX,Male,28,21,Yes,DOCSIS,No internet service,No internet service,0,598.5,No
0689-NKYLF,Male,39,13,Yes,Fiber optic,Yes,No,0,2496.0,Yes
8659-HDIYE,Female,63,64,Yes,DSL,No,Yes,0,2239.5,No
3658-KIBGF,Female,21,1,Yes,DSL,No,No,2,1647.0,Yes
3474-BAFSJ,Male,51,57,No,DSL,Yes,Yes,2,1725.0,No
5519-YLDGW,Female,19,21,Yes,Fiber optic,Yes,Yes,2,3117.0,Yes
3865-ZFZIB,Male,44,19,Yes,DOCSIS,No internet service,No internet service,2,589.5,No
1855-AGAWH,Male,49,31,Yes,Fiber optic,Yes,Yes,1,2814.0,No
7109-CQYUZ,Male,25,52,Yes,DSL,Yes,Yes,1,2677.5,No
1370-GGAWX,Female,22,46,Yes,Fiber optic,No,Yes,2,2824.5,No
4680-KUTAJ,Female,51,11,Yes,DSL,No,No,0,1668.0,No
5307-UVGNB,Female,34,53,No,DSL,No,Yes,2,1461.0,No
4946-EDSEW,Female,43,11,Yes,DOCSIS,No internet service,No internet service,0,577.5,Yes
2883-ILGWO,Male,19,57,Yes,Fiber optic,Yes,Yes,2,3147.0,No
2516-VQRRV,Female,24,2,Yes,Fiber optic,No,No,0,2263.5,Yes
7580-UGXNC,Female,50,2,Yes,DSL,No,No,2,1645.5,Yes
3642-BYHDO,Female,50,71,Yes,DOCSIS,No internet service,No internet service,2,597.0,No
9629-NHXFW,Female,19,1,Yes,DOCSIS,No internet service,No internet service,2,582.0,No
2696-RZVZW,Male,28,68,Yes,DOCSIS,No internet service,No internet service,2,751.5,No
5766-FTRTS,Male,34,72,Yes,DSL,Yes,Yes,0,2533.5,No
0396-HUJBP,Female,21,2,Yes,DOCSIS,No internet service,No internet service,0,579.0,No
5178-LMXOP,Male,59,1,Yes,Fiber optic,Yes,Yes,2,2853.0,Yes
8879-ZKJOF,Female,62,41,Yes,DSL,Yes,Yes,0,2395.5,No
6285-FTQBF,Male,59,72,Yes,DOCSIS,No internet service,No internet service,2,766.5,No
8185-UPYBR,Male,35,6,Yes,Fiber optic,No,No,2,2265.0,Yes
4585-HETAI,Female,20,4,Yes,Fiber optic,No,No,1,2212.5,Yes
7526-BEZQB,Male,34,12,Yes,Fiber optic,Yes,Yes,2,2881.5,Yes
1474-JUWSM,Female,58,58,Yes,DSL,No,Yes,0,2052.0,No
3530-CRZSB,Female,37,7,Yes,DOCSIS,No internet service,No internet service,0,619.5,No
8498-XXGWA,Female,31,65,Yes,DSL,No,No,1,1654.5,No
9617-INGJY,Male,61,1,Yes,Fiber optic,No,No,0,2118.0,No
0621-TSSMU,Male,23,56,Yes,DOCSIS,No internet service,No internet service,1,598.5,No
7234-KMNRQ,Male,41,4,Yes,DOCSIS,No internet service,No internet service,0,570.0,No
7636-PEPNS,Female,37,58,Yes,DSL,No,No,2,1323.0,No
4683-WYDOU,Male,30,62,Yes,Fiber optic,Yes,Yes,0,3228.0,No
9052-DHNKM,Male,54,26,Yes,DSL,No,No,2,1846.5,No
6794-HKIAJ,Male,18,62,Yes,Fiber optic,No,No,2,2721.0,No
5578-NKCXI,Female,37,58,Yes,Fiber optic,Yes,Yes,2,2977.5,No
1642-HMARX,Female,22,68,Yes,DSL,Yes,Yes,0,2751.0,No
3096-WPXBT,Female,42,61,Yes,Fiber optic,No,Yes,1,3021.0,No
8434-PNQZX,Female,40,42,Yes,DSL,Yes,Yes,2,2353.5,No
5950-AAAGJ,Male,28,18,Yes,Fiber optic,Yes,No,2,2529.0,No
4299-OPXEJ,Female,62,56,Yes,DOCSIS,No internet service,No internet service,2,586.5,No
4951-UKAAQ,Female,21,4,Yes,Fiber optic,No,Yes,0,2668.5,Yes
9618-LFJRU,Female,37,4,Yes,DOCSIS,No internet service,No internet service,2,613.5,No
6693-DJWTY,Female,23,35,Yes,DSL,No,No,2,1668.0,No
0744-GKNGE,Female,44,64,Yes,Fiber optic,No,No,2,2604.0,No
6447-EGDIV,Female,37,31,Yes,DOCSIS,No internet service,No internet service,2,628.5,No
1167-OYZJF,Female,39,67,Yes,DOCSIS,No internet service,No internet service,1,601.5,No
2108-YKQTY,Female,52,4,Yes,DSL,No,No,2,1521.0,Yes
4806-DXQCE,Female,18,70,Yes,Fiber optic,Yes,Yes,2,3409.5,No
4918-QLLIW,Male,48,3,Yes,DSL,Yes,No,1,1602.0,Yes
7056-IMHCC,Male,38,53,Yes,Fiber optic,Yes,Yes,2,3057.0,Yes
4854-SSLTN,Male,18,2,Yes,DSL,No,No,1,1785.0,No
5294-DMSFH,Female,58,29,Yes,Fiber optic,Yes,Yes,1,2634.0,No
4837-PZTIC,Female,48,47,No,DSL,No,No,0,1257.0,No
1625-JAIIY,Female,24,68,Yes,Fiber optic,Yes,No,2,2490.0,Yes
0603-OLQDC,Male,62,12,Yes,DSL,Yes,Yes,1,2095.5,No
3272-VUHPV,Female,25,8,Yes,DSL,No,No,2,1689.0,No
4176-FXYBO,Male,57,54,Yes,Fiber optic,Yes,Yes,0,3286.5,No
1063-DHQJF,Male,32,69,Yes,Fiber optic,Yes,No,2,2764.5,No
8663-UPDGF,Female,22,26,Yes,DSL,Yes,No,0,2085.0,No
6719-FGEDO,Female,26,72,Yes,Fiber optic,No,No,2,2910.0,No
1837-YQUCE,Female,21,70,No,DSL,Yes,Yes,0,1750.5,No
2947-DOMLJ,Male,36,1,Yes,DSL,No,No,2,1518.0,Yes
4112-LUEIZ,Male,54,10,Yes,Fiber optic,Yes,Yes,2,2685.0,Yes
0369-ZGOVK,Female,47,28,Yes,Fiber optic,No,No,1,2112.0,No
4510-HIMLV,Male,20,1,Yes,Fiber optic,No,No,1,2094.0,Yes
9919-KNPOO,Female,61,21,Yes,Fiber optic,Yes,Yes,2,2829.0,No
8749-JMNKX,Male,28,51,Yes,Fiber optic,Yes,No,0,2814.0,Yes
7872-BAAZR,Female,52,53,Yes,DOCSIS,No internet service,No internet service,1,586.5,No
9391-LMANN,Male,38,53,Yes,Fiber optic,No,Yes,2,2878.5,No
2430-USGXP,Male,38,24,Yes,Fiber optic,Yes,Yes,1,3031.5,Yes
8174-TBVCF,Female,41,70,Yes,DSL,Yes,Yes,2,2844.0,No
1698-XFZCI,Male,28,61,Yes,Fiber optic,Yes,Yes,2,3232.5,No
1877-HKBQX,Female,47,11,Yes,DSL,No,No,0,1638.0,No
4450-DLLMH,Male,56,2,Yes,Fiber optic,No,No,0,2139.0,No
0428-AXXLJ,Male,43,25,Yes,DOCSIS,No internet service,No internet service,2,585.0,No
2746-DIJLO,Female,33,41,Yes,DSL,No,No,2,1689.0,No
5955-ERIHD,Male,64,18,Yes,Fiber optic,Yes,Yes,0,2841.0,Yes
0917-EZOLA,Male,44,72,Yes,Fiber optic,Yes,Yes,1,3124.5,Yes
3508-VLHCZ,Female,56,71,Yes,DSL,Yes,Yes,2,2716.5,No
4086-ATNFV,Female,58,34,Yes,DSL,No,No,1,1824.0,No
0468-YRPXN,Male,59,29,Yes,Fiber optic,Yes,Yes,2,2964.0,No
5996-NRVXR,Male,32,40,Yes,Fiber optic,Yes,No,0,2944.5,No
3739-YBWAB,Male,33,36,No,DSL,No,No,1,1060.5,No
7047-FWEYA,Female,32,46,Yes,Fiber optic,Yes,Yes,2,3094.5,No
2000-MPKCA,Female,33,58,Yes,Fiber optic,Yes,Yes,2,3232.5,No
